type,timestamp,positions
CONTROL,3854877.5210000486,"[0.220469, 0.132281, 0.632281, -0.132281, 0.0, 0.676375]"
CONTROL,3874951.7490000473,"[0.224391, 0.134635, 0.634635, -0.134635, 0.0, 0.679513]"
CONTROL,3895026.745999985,"[0.22832, 0.136992, 0.636992, -0.136992, 0.0, 0.682656]"
CONTROL,3915101.3910000073,"[0.232255, 0.139353, 0.639353, -0.139353, 0.0, 0.685804]"
CONTROL,3935175.522999998,"[0.236193, 0.141716, 0.641716, -0.141716, 0.0, 0.688955]"
CONTROL,3955250.232000026,"[0.240136, 0.144081, 0.644081, -0.144081, 0.0, 0.692109]"
CONTROL,3975325.6770000006,"[0.24408, 0.146448, 0.646448, -0.146448, 0.0, 0.695264]"
CONTROL,3995400.0980000044,"[0.248027, 0.148816, 0.648816, -0.148816, 0.0, 0.698421]"
CONTROL,4015476.6619999693,"[0.251973, 0.151184, 0.651184, -0.151184, 0.0, 0.701579]"
CONTROL,4035633.644999962,"[0.25592, 0.153552, 0.653552, -0.153552, 0.0, 0.704736]"
CONTROL,4055707.9059999525,"[0.259864, 0.155919, 0.655919, -0.155919, 0.0, 0.707891]"
CONTROL,4075783.734999959,"[0.263807, 0.158284, 0.658284, -0.158284, 0.0, 0.711045]"
CONTROL,4095859.2760000555,"[0.267745, 0.160647, 0.660647, -0.160647, 0.0, 0.714196]"
CONTROL,4115935.039999954,"[0.27168, 0.163008, 0.663008, -0.163008, 0.0, 0.717344]"
CONTROL,4136009.620999971,"[0.275609, 0.165365, 0.665365, -0.165365, 0.0, 0.720487]"
CONTROL,4156084.3299999987,"[0.279531, 0.167719, 0.667719, -0.167719, 0.0, 0.723625]"
CONTROL,4176160.0940000108,"[0.283447, 0.170068, 0.670068, -0.170068, 0.0, 0.726757]"
CONTROL,4196235.47499998,"[0.287353, 0.172412, 0.672412, -0.172412, 0.0, 0.729883]"
CONTROL,4216309.47999995,"[0.291251, 0.174751, 0.674751, -0.174751, 0.0, 0.733001]"
CONTROL,4236384.123999983,"[0.295138, 0.177083, 0.677083, -0.177083, 0.0, 0.736111]"
CONTROL,4256458.256999963,"[0.299014, 0.179409, 0.679409, -0.179409, 0.0, 0.739212]"
CONTROL,4276532.549999956,"[0.302878, 0.181727, 0.681727, -0.181727, 0.0, 0.742303]"
CONTROL,4296608.027000047,"[0.306729, 0.184037, 0.684037, -0.184037, 0.0, 0.745383]"
CONTROL,4316682.478999951,"[0.310566, 0.186339, 0.686339, -0.186339, 0.0, 0.748452]"
CONTROL,4336756.228000013,"[0.314387, 0.188632, 0.688632, -0.188632, 0.0, 0.75151]"
CONTROL,4356830.520000017,"[0.318192, 0.190915, 0.690915, -0.190915, 0.0, 0.754554]"
CONTROL,4376904.108999952,"[0.321981, 0.193188, 0.693188, -0.193188, 0.0, 0.757585]"
CONTROL,4396978.434000062,"[0.325751, 0.195451, 0.695451, -0.195451, 0.0, 0.760601]"
CONTROL,4417054.293999968,"[0.329503, 0.197702, 0.697702, -0.197702, 0.0, 0.763602]"
CONTROL,4437130.539000009,"[0.333235, 0.199941, 0.699941, -0.199941, 0.0, 0.766588]"
CONTROL,4457205.120000026,"[0.336946, 0.202167, 0.702167, -0.202167, 0.0, 0.769557]"
CONTROL,4477281.363999964,"[0.340635, 0.204381, 0.704381, -0.204381, 0.0, 0.772508]"
CONTROL,4497356.585000034,"[0.344302, 0.206581, 0.706581, -0.206581, 0.0, 0.775441]"
CONTROL,4517430.750000017,"[0.347945, 0.208767, 0.708767, -0.208767, 0.0, 0.778356]"
CONTROL,4537506.4500000235,"[0.351564, 0.210938, 0.710938, -0.210938, 0.0, 0.781251]"
CONTROL,4557580.90300003,"[0.355158, 0.213095, 0.713095, -0.213095, 0.0, 0.784126]"
CONTROL,4577655.035000021,"[0.358725, 0.215235, 0.715235, -0.215235, 0.0, 0.78698]"
CONTROL,4597730.576000003,"[0.362265, 0.217359, 0.717359, -0.217359, 0.0, 0.789812]"
CONTROL,4617804.997000008,"[0.365777, 0.219466, 0.719466, -0.219466, 0.0, 0.792622]"
CONTROL,4637880.056999961,"[0.369261, 0.221556, 0.721556, -0.221556, 0.0, 0.795409]"
